TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,DateDifference (Days),KMeans_Cluster
-1.9940613374265643,0.5405377599750526,1.221714323239465,-1.2253610567725333,1.245125122169516,-1.3373943821386962,-0.2512749421182146,-0.21473467646278066,0.40124439314459204,0.8270722594154454,0
0.6468954816270814,0.5405377599750526,-0.4924160554915381,-1.2253610567725333,1.1773730199161965,-1.3373943821386962,0.5253005661014237,-0.21473467646278066,1.3032668344274994,0.18364916870028847,0
-0.2444701068602647,0.5405377599750526,0.16058599354884398,1.24701402323759,-1.7590132149881148,1.3190642535484978,-0.7655922412575255,-0.21473467646278066,-0.9796848534490681,0.0652313567932146,1
0.06450671492803729,0.5405377599750526,0.9768385548493216,1.24701402323759,-1.0474165326505351,1.3190642535484978,-1.8757141640542032,-0.21473467646278066,0.8718293841375638,0.6362998879931085,1
-2.029618581933784,-1.8500095165343355,-1.6351696413122068,1.24701402323759,-1.0474165326505351,1.3190642535484978,1.0025783676240536,-0.21473467646278066,0.7418061690794386,-0.9458656037645412,1
-0.5006662745962213,0.5405377599750526,0.5687122741990828,-1.2253610567725333,-1.880637938603052,1.3190642535484978,0.8045647109724559,-0.21473467646278066,-1.3089426336177246,0.8888912599044492,1
-2.506557624788934,-1.8500095165343355,1.4665900916296082,-1.2253610567725333,-0.23707350651350734,-1.3373943821386962,0.5052399515546583,-0.21473467646278066,1.2735030001087575,1.2357249872887985,0
0.004512983878681858,-1.8500095165343355,-0.4107907993614904,0.010826483232528368,1.1427568977523108,0.4335780416527665,1.5448709356893526,-0.21473467646278066,-0.14838399586284784,0.6118690105176995,0
-0.38517339101994863,-1.8500095165343355,-0.8189170800117291,0.010826483232528368,0.5066594582137387,-0.4519081702429648,-0.167567103665357,-0.21473467646278066,0.9261142900803766,0.9875541994371408,0
1.2808766651211028,0.5405377599750526,0.40546176193898725,-1.2253610567725333,0.6823814846205191,-1.3373943821386962,0.298968990946205,-0.21473467646278066,-1.0650576870016446,0.9118541809633522,0
-1.8145760034791583,-1.8500095165343355,-1.7167948974422544,1.24701402323759,0.5518258191647414,-0.4519081702429648,-0.6930507195246179,-0.21473467646278066,0.7624328985354075,1.0397897222280177,0
0.08856545026438835,0.5405377599750526,0.07896073741879621,1.24701402323759,-1.533017314065741,1.3190642535484978,0.8127160281370959,-0.21473467646278066,-0.6982816450630807,1.299168928681943,1
0.8706580292752558,-1.8500095165343355,0.16058599354884398,0.010826483232528368,-1.2299036485408983,1.3190642535484978,0.18965927048327766,-0.21473467646278066,-0.645512403168628,0.35990231447197996,1
1.2457902531096745,0.5405377599750526,0.07896073741879621,-1.2253610567725333,-1.0474165326505351,1.3190642535484978,0.3336054065129165,-0.21473467646278066,-2.595620234290825,-1.3708178573202143,1
-0.016842852496382274,0.5405377599750526,-0.002664518711251552,1.24701402323759,-1.880637938603052,1.3190642535484978,0.45380702486324165,-0.21473467646278066,-2.1799063456509202,1.2499018640457151,1
0.8210552050303827,0.5405377599750526,-0.9005423361417769,-1.2253610567725333,-0.30030824741659823,-0.4519081702429648,0.40043278062208243,-0.21473467646278066,0.04708929499059564,-1.6602697025622812,0
0.9663230605419078,-1.8500095165343355,-1.553544385182159,0.010826483232528368,-1.7590132149881148,1.3190642535484978,0.6852198741087323,-0.21473467646278066,-0.9724860889172474,-1.1110187060611558,1
0.8680211254231575,0.5405377599750526,-1.0637928484018724,1.24701402323759,-0.11544878289856998,-0.4519081702429648,1.2377407682716386,-0.21473467646278066,0.400845127855924,-1.6875396590312937,0
-1.7761696414419776,-1.8500095165343355,-1.7167948974422544,0.010826483232528368,0.8459747773928764,0.4335780416527665,0.12507043856996733,-0.21473467646278066,0.8033237635781222,1.1929218683163783,0
-0.7065215819773233,-1.8500095165343355,-1.0637928484018724,1.24701402323759,-1.880637938603052,1.3190642535484978,0.7798250198235823,-0.21473467646278066,0.6296121284386542,0.35125318667030025,1
-0.8571976731991475,0.5405377599750526,-0.0842897748412993,0.010826483232528368,1.2782887712371072,0.4335780416527665,-1.302285291860274,-0.21473467646278066,0.508493226676899,1.1424599426295596,0
-0.5588784750239226,0.5405377599750526,-0.16591503097134708,0.010826483232528368,-0.17548141358435979,-1.3373943821386962,-0.05812304460219486,-0.21473467646278066,0.9312138744643663,-0.24040425933402532,0
-0.9602525891403166,0.5405377599750526,-1.6351696413122068,1.24701402323759,-0.11544878289856998,-0.4519081702429648,0.298968990946205,-0.21473467646278066,0.9139920991817594,0.36853469661400795,0
